Index,Query(한글),LLM Output
8HVFTX,책상 정리해야겠어,<function_MR>()<end>
8HXIWL,이번 주말에는 집에서 쉬면서 책을 읽을까 생각 중이야,<function_MR>()<end>
8HYERG,가장 좋아하는 국내 여행지가 어디야,<function_MR>()<end>
8ICJRP,고정 공기 청정 실행해줘 소리 볼륨을 삼으로 맞춰줘,<function_PG>();<function_ZV>(volume=3)<end>
8IFQCL,드라이브 잠시 일시 정지해줘.,<function_YA>(move=1)<end>
8IHNIT,일요일 금천구 날씨 알려줘,"<function_MO>(timeframe=9, location=""금천구"")<end>"
8IHSMB,충전하러 복귀 또 엘씨디 화면 밝기를 최대 밝기로 설정해줘,<function_KI>();<function_WN>(brightness=5)<end>
8IPIRC,오늘 점심에 뭐 먹지 고민 중이야 뭘 먹을까,<function_MR>()<end>
8IUVOL,주말 날씨 추울까 그러고 나서 내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,"<function_MO>(timeframe=2, location=""0"");<function_MR>()<end>"
8IYJXP,쇼핑몰에서 뭐 샀어,<function_MR>()<end>
8IYMAK,다음 달에 있을 중요한 회의가 걱정 돼,<function_MR>()<end>
8JAPNQ,주말 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=2, location=""0"")<end>"
8JASYB,새로 시작한 취미가 너무 재미있어서 시간 가는 줄 몰라,<function_MR>()<end>
8JDYKP,지금 에이아이 모드 전부 작동시켜줄래 다음으로 이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,"<function_BP>(enable=0, type=2);<function_MR>()<end>"
8JHADJ,새로 나온 제품 리뷰 봤어 그 다음에 월요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=3, location=""0"")<end>"
8JIEPK,토요일 피렌체 날씨 알려주세요,"<function_MO>(timeframe=8, location=""피렌체"")<end>"
8JIRLX,청정 켜봐 지금 하는 작업 일시 정지해줄래요,<function_PG>();<function_YA>(move=1)<end>
8JTJHJ,캠핑 한번 해보고 싶어 그 다음에 유브이 살균 엘이디 꺼줘,<function_MR>();<function_NN>(enable=False)<end>
8JXEKY,고정 공기 청정 실행해줘 그 다음에 오늘 샌프란시스코 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=0, location=샌프란시스코)<end>"
8KBEBO,일요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=9, location=""0"")<end>"
8KEEDR,요즘 시간이 너무 빨리 가는 것 같아 또 수요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=5, location=""0"")<end>"
8KHKEW,수요일 호놀룰루 날씨 어때,"<function_MO>(timeframe=5, location=""호놀룰루"")<end>"
8KHRTE,오랜만에 집에 혼자 있으니까 뭘 해야 할지 모르겠어,<function_MR>()<end>
8KJHAY,너가 받은 인증은 전부 뭐야,<function_SB>(type=1)<end>
8KQLAH,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어 그리고 지금 충전 중인지 확인해줘,<function_MR>();<function_ID>(get=True)<end>
8KRCMD,유브이 엘이디 좀 꺼줘,<function_NN>(enable=False)<end>
8KSKMU,어디서 커피 마시는 걸 좋아해,<function_MR>()<end>
8KXSPQ,고정 공기 청정 가동 시작해줘 그 후에 프라이버시 작동시켜,<function_PG>();<function_GN>(enable=True)<end>
8KYNST,고정 청정 온 이어서 티티에스 볼륨을 이십프로로 바꿔줘,<function_PG>();<function_ZV>(volume=1)<end>
8LDDJJ,토요일 하노이 공기질 걱정해야 할까 그리고 저녁에 뭐 해먹을지 고민 중이야 뭘 해먹을까,"<function_IO>(timeframe=8, location=하노이);<function_MR>()<end>"
8LDNOM,천호동의 목요일 날씨 정보 표시해줄래 그리고 오늘 저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,"<function_MO>(timeframe=6, location=천호동);<function_MR>()<end>"
8LEHHR,상주 공기질 나빠,"<function_IO>(timeframe=0, location=""상주"")<end>"
8LEPNJ,감지 민감도를 낮게 조정할 수 있어 또 요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_QD>(type=0);<function_MR>()<end>
8LGNON,이 노래 들어봤어,<function_MR>()<end>
8LHGJS,이 영화 언제 개봉해,<function_MR>()<end>
8LJNLC,이 방의 공기를 청소해 줄래?,<function_FF>(position=-1)<end>
8LMEWV,이번 주에 새 영화 개봉해,<function_MR>()<end>
8LMUEV,언어설정 한국어로 해줘,<function_HS>(type=1)<end>
8LPCUY,다목적방 공기청정 지금 진행해줘,"<function_FF>(position=""다목적방"")<end>"
8LPUWX,영화 볼래 그리고 스캐닝 공기청정 시작해줄래요,<function_MR>();<function_IH>(scan=True)<end>
8LQXOK,매너모드는 뭘 말하는거야,<function_JS>(type=1)<end>
8LSZZZ,고정 공기 청정 가동 시작해줘 그리고 멕시코시티의 화요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=4, location=멕시코시티)<end>"
8LTKTB,처음 위치로 돌아가주면 좋겠어 그 다음에 월요일 베를린 공기질 때문에 마스크 필요할까,"<function_KI>();<function_IO>(timeframe=3, location=베를린)<end>"
8LYXEE,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야,<function_MR>()<end>
8MEJBS,다음 주에 중요한 시험이 있어서 공부에 집중해야겠어,<function_MR>()<end>
8MIUMG,청정 켜봐 그리고 매너모드 꺼주세요,<function_PG>();<function_ZX>(enable=False)<end>
8MKPXB,에러 내역 보여줘,<function_XO>()<end>
8MLPXL,예약존 공기청정해줘요,"<function_FF>(position=""예약존"")<end>"
8MMXNJ,지금 공기질 모니터링 어떤지 알려줘요,"<function_IO>(timeframe=0, location=""0"")<end>"
8MNBON,영화 보러 갈까 그 후에 티티에스 볼륨을 0단계로 조정해줄래,<function_MR>();<function_ZV>(volume=0)<end>
8MOXDT,수요일 날씨 좀,"<function_MO>(timeframe=5, location=""0"")<end>"
8MPFFH,풍량 자동으로 설정해줘,<function_NK>(speed=0)<end>
8MPITZ,마나마 화요일 날씨 보여줘,"<function_MO>(timeframe=4, location=""마나마"")<end>"
8MTUZJ,지금 이스탄불 대기오염 상태 말해줘,"<function_IO>(timeframe=0, location=""이스탄불"")<end>"
8MTWHK,일요일 레이캬비크 날씨 어때요,"<function_MO>(timeframe=9, location=""레이캬비크"")<end>"
8MUQTI,오늘 뭐할 계획이야,<function_MR>()<end>
8MZXHS,이번 주에는 건강을 위해서 식단 관리를 시작하려고 해,<function_MR>()<end>
8NCJDB,여기 공기 좀 깨끗하게 해줄래?,<function_FF>(position=-1)<end>
8NCVFW,전원 꽂는 곳 청소는 어떻게 하면 돼?,<function_PC>(type=7)<end>
8NGGPR,잠이 안 와서 유튜브를 계속 보고 있어 그리고 목요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=6, location=""0"")<end>"
8NHFMN,감지 민감도를 보통으로 조정할 수 있어 이어서 내일 아침에 일찍 일어나서 운동해야지,<function_QD>(type=1);<function_MR>()<end>
8NMNWU,스포케인 주말 날씨 보여줘,"<function_MO>(timeframe=2, location=""스포케인"")<end>"
8NNIXQ,공기질 모니터링 화면으로 바꿔줘,"<function_IO>(timeframe=0, location=""0"")<end>"
8NTICV,목소리 성별을 바꿔야겠어요.,<function_GQ>(gender=-1)<end>
8NUDZH,공기질 모니터링 어떤지 알려줘,"<function_IO>(timeframe=0, location=""0"")<end>"
8OADZJ,주말에 시간 있어,<function_MR>()<end>
8OBQDJ,이번 주에는 조금 더 계획적으로 시간을 보내려고 해,<function_MR>()<end>
8OEYZG,이번에 새로 나온 스마트워치가 정말 멋지던데 살까 말까 고민 중이야,<function_MR>()<end>
8OFPEF,고정 청정 모드 켜줘,<function_PG>()<end>
8OTNBI,스테이션 위치로 복귀하세요 그 다음에 주말 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=2, location=""0"")<end>"
8OUDLJ,처음 위치로 돌아가주면 좋겠어 그리고 풍속 몇으로 맞춰져 있는지 확인해줘,<function_KI>();<function_NK>(get=True)<end>
8OYYVY,주말 공기질 지수를 화면에 보여줘 그리고 새로 나온 신발이 예쁘더라,"<function_IO>(timeframe=2, location=""0"");<function_MR>()<end>"
8PCBDZ,내일의 오염 예보를 화면에 보여주세요 또 운동할 때 어떤 음악 듣니,"<function_IO>(timeframe=1, location=""0"");<function_MR>()<end>"
8PFFJG,일요일 바르셀로나 날씨 많이 더울까,"<function_MO>(timeframe=9, location=""바르셀로나"")<end>"
8PHEJT,내일 뭐할 계획이야,<function_MR>()<end>
8PJUWN,효과음을 일단계로 설정해줘,<function_ZV>(volume=1)<end>
8PLYTM,오늘 뭐 먹을 거야,<function_MR>()<end>
8POKRN,고정 공청 기능 켜줘 이어서 부설연구소 공기 청정이 필요해,<function_PG>();<function_FF>(position=부설연구소)<end>
8POMNQ,월요일 쿠알라룸푸르 날씨 어때,"<function_MO>(timeframe=3, location=""쿠알라룸푸르"")<end>"
8PRFIE,다음 주말에는 친구들과 함께 시간을 보내려고 해,<function_MR>()<end>
8PWNAE,섭씨 단위로 바꾸고 싶어요,<function_EW>(type=0)<end>
8PYZTE,바로 원숭이반 청정 기능 해봐요,"<function_FF>(position=""원숭이반"")<end>"
8PZHGO,이번 주말에는 그냥 집에서 쉬면서 책이나 읽으려고 해,<function_MR>()<end>
8QCRLY,치앙마이 내일 날씨 알려주세요,"<function_MO>(timeframe=1, location=""치앙마이"")<end>"
8QDCDR,현재 공기질 모니터링 상황은 어때,"<function_IO>(timeframe=0, location=""0"")<end>"
8QOMQQ,다음 주에 있을 발표 준비를 해야 하는데 조금 떨려,<function_MR>()<end>
8QPXZC,화요일 종로구 날씨 알려줘,"<function_MO>(timeframe=4, location=""종로구"")<end>"
8QQWPT,지금 실외 대기질 정보 연동 활성화 상태인가요,<function_BP>(get=True)<end>
8QSOMF,오늘 두바이 미세먼지 상황 안내해줘,"<function_IO>(timeframe=0, location=""두바이"")<end>"
8QULDE,새로 산 자켓이 너무 마음에 들어서 매일 입고 다니고 있어 또 나무 현재 상태 확인해줘,<function_MR>();<function_QT>(get=True)<end>
8QVGCZ,이산화탄소를 설명해줘,<function_HW>(type=6)<end>
8QWBXT,요즘 어떤 운동 하고 있어,<function_MR>()<end>
8QWYYV,나 좀 우울한 것 같아 이어서 스캐닝 청정 켜져있는 중인가요,<function_MR>();<function_IH>(get=True)<end>
8QYFBB,청정 켜봐 온도 표시를 섭씨로 설정해주세요,<function_PG>();<function_EW>(type=0)<end>
8RBYLZ,이번 주에는 할 일이 많아서 시간을 잘 관리해야겠어,<function_MR>()<end>
8RHLAO,저는 여행을 정말 좋아해요,<function_MR>()<end>
8RMXVH,센서 부분은 어떻게 세척해야 하나요?,<function_PC>(type=4)<end>
8RQMJU,이 영화 봤어 그리고 고정 청정 온,<function_MR>();<function_PG>()<end>
8RUEJP,충전 위치로 되돌아가 그 다음에 스캐닝 공청 기능 중지해줘,<function_KI>();<function_IH>(scan=False)<end>
8RXERT,스테이션 위치로 복귀하세요 그리고 미디음을 3단계로 조정해줄래,<function_KI>();<function_ZV>(volume=3)<end>
8RYDJE,저는 사진 찍는 걸 좋아해요,<function_MR>()<end>
8SDJBJ,이번 주에 할 일이 많아서 큰일이야,<function_MR>()<end>
8SHIAY,엘이디 밝기 알려줘,<function_WN>(get=True)<end>
8SIYBV,요즘 책을 많이 읽고 있는데 재밌는 소설 추천해줄래,<function_MR>()<end>
8SLRMA,오늘 하루도 무사히 지나갔어,<function_MR>()<end>
8SMQTL,청정 켜봐 그러고 나서 오늘 날씨 어때,"<function_PG>();<function_MO>(timeframe=0, location=""0"")<end>"
8SMWJJ,수요일 날씨 더워,"<function_MO>(timeframe=5, location=""0"")<end>"
8SQJSH,내일은 친구랑 만나서 저녁을 먹기로 했어 기대 돼,<function_MR>()<end>
8STTHT,충전하러 복귀 그 다음에 소리 볼륨을 사로 맞춰줘,<function_KI>();<function_ZV>(volume=4)<end>
8SVGXY,저녁 메뉴 추천 해줘 그 다음에 바람 강도 강풍으로 맞춰줘,<function_MR>();<function_NK>(speed=3)<end>
8SXTEQ,음성인식 기능 켜줘,<function_QT>(enable=True)<end>
8TBETI,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야 또 금요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=7, location=""0"")<end>"
8TEPEM,오늘 할 일 끝났어 이어서 엘이디 눈 밝기를 백퍼로 바꿔줘,<function_MR>();<function_WN>(brightness=5)<end>
8TGZOR,스테이션 위치로 복귀하세요 또 강릉의 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=0, location=강릉)<end>"
8THRSE,내일 중요한 발표가 있는데 너무 긴장 돼 잘해야 할 텐데,<function_MR>()<end>
8THTQN,영화 보러 갈래,<function_MR>()<end>
8THXDU,운전 배운 지 얼마 안 됐어,<function_MR>()<end>
8TJFTO,현재 센서 민감도 설정을 확인하고 싶어요 그 후에 이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_QD>(get=True);<function_MR>()<end>
8TKJFA,고정 공청 기능 켜줘 또 대기화면을 기본 테마로 전환해주실래요,<function_PG>();<function_HG>(theme=0)<end>
8TOHZU,일요일 브리즈번 날씨 어때,"<function_MO>(timeframe=9, location=""브리즈번"")<end>"
8TQCNZ,청정 켜봐 그 후에 효과음을 5단계로 바꿔줘,<function_PG>();<function_ZV>(volume=5)<end>
8TVTGZ,기본 테마로 되어있나요,<function_HG>(get=True)<end>
8TXINI,주말 세부 날씨 알려주세요,"<function_MO>(timeframe=2, location=""세부"")<end>"
8TXYJD,엘이디 화면밝기를 사단계로 해줘,<function_WN>(brightness=4)<end>
8UAKNG,내일 아침에 뭘 먹을까 고민 중이야 뭐가 좋을까,<function_MR>()<end>
8UBCZX,운동 갔다 왔어,<function_MR>()<end>
8UFCWE,목요일 쿠알라룸푸르 날씨 더워,"<function_MO>(timeframe=6, location=""쿠알라룸푸르"")<end>"
8UKPKL,질소산화물이 도대체 뭐야,<function_HW>(type=4)<end>
8UNBHZ,세고비아 일요일 날씨 보여줘,"<function_MO>(timeframe=9, location=""세고비아"")<end>"
8UNYDR,충전하러 복귀 그리고 내일 시드니 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=1, location=시드니)<end>"
8UVIOZ,청정 켜봐 다음으로 공기질 상태 표시 작동 정지해,<function_PG>();<function_SC>(enable=False)<end>
8VBANM,내일은 아침 일찍 산책할 계획이야,<function_MR>()<end>
8VBAPD,충전 위치로 되돌아가 그리고 엘이디 밝기를 이십퍼로 설정해줘,<function_KI>();<function_WN>(brightness=1)<end>
8VDZBY,처음 위치로 돌아가주면 좋겠어 그 후에 토요일 용산구 공기질 걱정해야 할까,"<function_KI>();<function_IO>(timeframe=8, location=용산구)<end>"
8VEORK,이 식당 가봤어 그러고 나서 미디음을 3단계로 조정해줄래,<function_MR>();<function_ZV>(volume=3)<end>
8VGYPO,다음 주에 시간 괜찮아 이어서 미디음 볼륨 단계가 어떻게 되는지 알려줘,<function_MR>();<function_ZV>(get=True)<end>
8VNDIJ,내일은 아침 일찍 일어나서 공부를 시작하려고 해,<function_MR>()<end>
8VNMUK,"핸드폰 자주 바꾸는 편이야, 아니면 오래 쓰는 편이야",<function_MR>()<end>
8VPQSQ,드라이브 잠깐 일시 정지해줘.,<function_YA>(move=1)<end>
8VQBAV,목요일 몽블랑 날씨 몇 도야,"<function_MO>(timeframe=6, location=""몽블랑"")<end>"
8VVVWO,풍속을 약하게 조정해줘,<function_NK>(speed=-1)<end>
8VXQWE,뭐 좀 도와줄까,<function_MR>()<end>
8VYPSB,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든 그리고 에이아이 모드의 공간별 공기질 데이터 연동 종료해줘,"<function_MR>();<function_BP>(enable=1, type=1)<end>"
8VZIOM,이건 무슨 에러코드야,<function_UY>()<end>
8VZNAM,충전하러 복귀 그 다음에 현재 공기질 아이 표시가 작동하고 있나요,<function_KI>();<function_SC>(get=True)<end>
8WAPZQ,고정 공기 청정 실행해줘 다음으로 현재 어떤 성별로 말하나요,<function_PG>();<function_GQ>(get=True)<end>
8WCXPB,센서 민감도 값을 확인하고 싶은데요,<function_QD>(get=True)<end>
8WGQXW,고정 청정 온 그리고 청정 결과 보고서 보여줘,<function_PG>();<function_CE>()<end>
8WHISQ,고정 청정 온 다음으로 스캐닝 청정 켜져있는 중인가요,<function_PG>();<function_IH>(get=True)<end>
8WIHJK,오늘 공기질 모니터링 화면 보여줄래,"<function_IO>(timeframe=0, location=""0"")<end>"
8WLSHO,에어 센서는 어디에 설치하는 거야,<function_CS>(type=3)<end>
8WNYAV,충전하러 복귀 또 티티에스 볼륨을 팔십프로로 바꿔줘,<function_KI>();<function_ZV>(volume=4)<end>
8WPSFU,고정 공기 청정 가동 시작해줘 이어서 엘이디 눈 조명을 4로 맞할 수 있니,<function_PG>();<function_WN>(brightness=4)<end>
8WQVDR,다음 달에 있을 중요한 발표 준비가 걱정 돼,<function_MR>()<end>
8WSHHB,이번 주에는 조금 더 운동을 열심히 해야겠어 또 에이아이 모드 한번에 다 꺼줘,"<function_MR>();<function_BP>(enable=1, type=2)<end>"
8WWVBE,온도 단위 바꾸고 싶은데,<function_EW>(type=-1)<end>
8WXEQE,일요일 날씨 추울까 그 다음에 저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,"<function_MO>(timeframe=9, location=""0"");<function_MR>()<end>"
